Ente;Misura;Tipo;Annualit… precedenti;2007;2008;2009;2010;2011;2012;2013
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;DOMANDE PAGAMENTO SALDO;0;0;203174,04;341596,13;0;25218,77;378948,61;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;IN ISTRUTTORIA;0;0;317512,27;0;0;25218,77;0;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER COMPETENZA;0;0;228203,1;536111,76;79380,97;0;404167,38;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;LIQUIDATO PER ANNO SOLARE;0;0;0;228369,58;407649,98;207676,27;404167,38;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER COMPETENZA;0;0;228203,1;536111,76;79380,97;0;404167,38;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;AUTORIZZATO PER ANNO SOLARE;0;0;0;101161,78;534857,78;207676,27;404167,38;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER COMPETENZA;0;0;228203,12;536111,73;79380,98;0;404167,41;0
Provincia di GROSSETO;(PSR2261) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - parte privata;PAGATO PER ANNO SOLARE;0;0;0;101161,8;501170,26;241363,77;404167,41;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PROGRAMMATO;0;0;0;50680;84629;0;0;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;RICHIESTO;0;0;0;0;186676;288675,99;103000;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER COMPETENZA;0;0;0;0;133932,79;0;0;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;133932,79;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER COMPETENZA;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER COMPETENZA;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER COMPETENZA;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2262) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - Altri enti;PAGATO PER ANNO SOLARE;0;0;0;0;0;0;83005,36;0
Provincia di GROSSETO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;PROGRAMMATO;0;0;60680;53725;20680;10000;0;0
Provincia di GROSSETO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;0;0;0;279780,68;0
Provincia di GROSSETO;(PSR2263) Ricostituzione del potenziale forestale ed introduzione di interventi preventivi - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;279780,68;0
Provincia di GROSSETO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;PROGRAMMATO;0;0;0;9022;50000;0;0;0
Provincia di GROSSETO;(PSR2271) Sostegno agli interventi non produttivi - settore forestale - parte privata;RICHIESTO;0;0;0;0;0;201358,99;0;0
Provincia di GROSSETO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;PROGRAMMATO;0;0;0;68069;25000;0;0;0
Provincia di GROSSETO;(PSR2272) Sostegno agli interventi non produttivi - settore forestale - altri enti;RICHIESTO;0;0;0;0;0;143069,25;40000;0
Provincia di GROSSETO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;PROGRAMMATO;0;0;0;0;70000;70000;0;0
Provincia di GROSSETO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER COMPETENZA;0;0;0;0;0;0;20000;0
Provincia di GROSSETO;(PSR2273) Sostegno agli interventi non produttivi - settore forestale - PP e CCMM;ASSEGNATO PER ANNO SOLARE;0;0;0;0;0;0;20000;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;PROGRAMMATO;0;238476;1332830;2178090;3127205;234924;0;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;RICHIESTO;0;0;1192271,904;752303,41;397563,8;17040893,35;0;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER COMPETENZA;0;0;225876,48;305756,29;826073,02;264928,44;30175;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;ASSEGNATO PER ANNO SOLARE;0;0;24105,26;507527,51;125800;957806,92;37569,54;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO ANTICIPO;0;0;0;0;88200;0;0;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;DOMANDE PAGAMENTO SALDO;0;0;198470,19;307434,57;86501,36;634458,76;116493,73;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;IN ISTRUTTORIA;0;0;0;0;0;634458,76;0;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER COMPETENZA;0;0;198470,19;307434,57;174701,36;0;675681,54;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;74592,1;404192,99;201821,03;675681,54;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER COMPETENZA;0;0;198470,19;307434,57;174701,36;0;650381,54;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;44293,26;424779,33;160133,53;701781,54;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER COMPETENZA;0;0;198470,18;307434,55;174701,36;0;650381,53;0
Provincia di GROSSETO;(PSR311) Diversificazione verso attivit… non agricole;PAGATO PER ANNO SOLARE;0;0;0;44293,25;424779,32;160133,52;701781,53;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;DOMANDE PAGAMENTO ANTICIPO;0;0;191542,91;0;0;0;0;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;IN ISTRUTTORIA;0;0;191542,91;0;0;0;0;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;LIQUIDATO PER COMPETENZA;0;0;0;0;448572,45;0;113817,75;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;LIQUIDATO PER ANNO SOLARE;0;0;0;0;112478;336094,45;113817,75;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;AUTORIZZATO PER COMPETENZA;0;0;0;0;448572,45;0;255297,55;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;112478;336094,45;255297,55;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;PAGATO PER COMPETENZA;0;0;0;0;387696,84;0;255297,55;0
Provincia di GROSSETO;(PSR431) Strategie di sviluppo locale - Gestione del gruppo di az. locale, acquisizione di competenze, anim;PAGATO PER ANNO SOLARE;0;0;0;0;112478;275218,84;255297,55;0
Provincia di GROSSETO;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER COMPETENZA;83774,05;0;0;0;0;0;0;0
Provincia di GROSSETO;(PSR1) PSR - Misura 1 (a) - Investimenti nelle aziende agricole;PAGATO PER ANNO SOLARE;0;82700,82;1073,23;0;0;0;0;0
Provincia di GROSSETO;(PSR3) PSR - Misura 3 (c ) - Formazione;PAGATO PER COMPETENZA;5757,23;0;0;0;0;0;0;0
Provincia di GROSSETO;(PSR3) PSR - Misura 3 (c ) - Formazione;PAGATO PER ANNO SOLARE;0;5757,23;0;0;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PROGRAMMATO;0;8859924;2816860;1075469;681563;144410;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE PAGAMENTO RINNOVI;0;3938696,12;1402507,925;63080,215;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;DOMANDE REVOCATE;0;27984,64;11305,5;1620;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;IN ISTRUTTORIA;0;21339,6;43991,9;0;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;RIDUZIONI DA CONTROLLI SIGC;0;166163,63;89031,445;1507,445;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER COMPETENZA;0;3740317,15;1255315,64;59952,77;51671,35;0;39589,84;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;LIQUIDATO PER ANNO SOLARE;0;1409248,36;1934549,85;1095878,88;575176,46;75004,7;56988,5;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER COMPETENZA;0;3740317,15;1255315,64;59952,77;51671,35;0;36889,84;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;AUTORIZZATO PER ANNO SOLARE;0;1409248,36;2187342,38;843086,35;575176,46;75004,7;54288,5;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER COMPETENZA;661439,62;0;0;0;0;0;0;0
Provincia di GROSSETO;(PSR6) PSR - Misura 6 (f) - Misure agroambientali;PAGATO PER ANNO SOLARE;0;660359,62;1080;0;0;0;0;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER COMPETENZA;0;18345,4;0;7348,8;4697,43;15951,31;36236,97;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;LIQUIDATO PER ANNO SOLARE;0;0;0;0;0;28986,71;53593,2;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER COMPETENZA;0;14866,63;0;7430,64;4268,91;0;36315,55;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;0;25161,26;37720,47;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER COMPETENZA;0;14866,74;0;7430,69;4268,91;0;36315,59;0
Provincia di GROSSETO;(PSR2328) Reg. CE 1609/89 - Rimboschimento di superfici agricole;PAGATO PER ANNO SOLARE;0;0;0;0;0;25161,44;37720,49;0
Provincia di GROSSETO;(PSR95) PSR - Misura 9.5 (p) - Diversificazione delle attivit… del settore agricolo;PAGATO PER COMPETENZA;41564,52;0;0;0;0;0;0;0
Provincia di GROSSETO;(PSR95) PSR - Misura 9.5 (p) - Diversificazione delle attivit… del settore agricolo;PAGATO PER ANNO SOLARE;0;41564,52;0;0;0;0;0;0
Provincia di LIVORNO;(PSR111) Formazione professionale degli addetti al settore agricolo e forestale;PROGRAMMATO;0;0;0;0;33000;33000;0;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;PROGRAMMATO;0;240000;520000;640000;960000;200000;0;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;RICHIESTO;0;0;1600000;1160000;1480000;1720000;1080000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER COMPETENZA;0;0;680000;480000;1280000;40000;2505649,27;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;ASSEGNATO PER ANNO SOLARE;0;0;0;680000;440000;880000;2985649,27;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO ANTICIPO;0;0;680000;320000;720000;40000;680000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;DOMANDE PAGAMENTO SALDO;0;0;0;40000;0;0;0;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;DOMANDE REVOCATE;0;0;0;40000;0;0;0;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;IN ISTRUTTORIA;0;0;0;0;0;40000;80000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER COMPETENZA;0;0;680000;360000;720000;0;920000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;LIQUIDATO PER ANNO SOLARE;0;0;0;360000;320000;1080000;920000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER COMPETENZA;0;0;680000;360000;680000;0;920000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;AUTORIZZATO PER ANNO SOLARE;0;0;0;200000;480000;1000000;960000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;PAGATO PER COMPETENZA;0;0;680000;360000;680000;0;670000;0
Provincia di LIVORNO;(PSR112) Insediamento giovani agricoltori;PAGATO PER ANNO SOLARE;0;0;0;200000;480000;1000000;710000;0
Provincia di LIVORNO;(PSR113) Prepensionamento degli imprenditori e dei lavoratori agricoli;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;PROGRAMMATO;0;9282;9282;9282;9282;9282;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;LIQUIDATO PER COMPETENZA;0;8551,36;8425,26;8322,3;0;0;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;LIQUIDATO PER ANNO SOLARE;0;0;8551,36;0;0;16747,56;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;AUTORIZZATO PER COMPETENZA;0;20843,85;12249,2;20477,9;0;0;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;AUTORIZZATO PER ANNO SOLARE;0;0;20843,85;12249,2;12155,6;8322,3;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;PAGATO PER COMPETENZA;19230,29;0;12249,2;20477,89;0;0;0;0
Provincia di LIVORNO;(PSR4) PSR - Misura 4 (d) - Prepensionamento;PAGATO PER ANNO SOLARE;0;19230,29;0;12249,2;12155,59;8322,3;0;0
Provincia di LIVORNO;(PSR2079) Reg.(CE)2079/92 Prepensionamento;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;RICHIESTO;0;0;103030;112360;118930;142910;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;ASSEGNATO PER COMPETENZA;0;0;87960;112360;0;121180;141410;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;ASSEGNATO PER ANNO SOLARE;0;0;0;87960;112360;121180;141410;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;DOMANDE PAGAMENTO SALDO;0;0;84960;96210;750;1500;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;DOMANDE REVOCATE;0;0;0;1500;0;0;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;IN ISTRUTTORIA;0;0;750;2250;0;1500;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;LIQUIDATO PER COMPETENZA;0;0;84210;93960;98260;0;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;LIQUIDATO PER ANNO SOLARE;0;0;0;84210;93960;98260;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;AUTORIZZATO PER COMPETENZA;0;0;83570;94070;98260;0;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;AUTORIZZATO PER ANNO SOLARE;0;0;0;82290;0;193610;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;PAGATO PER COMPETENZA;0;0;83570;94070;98260;0;0;0
Provincia di LIVORNO;(PSR114) Ricorso ai servizi di consulenza degli imprenditori agricoli e forestali;PAGATO PER ANNO SOLARE;0;0;0;75980;6310;190830;2780;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;PROGRAMMATO;0;1011987;2391855;1979565;699385;746729;0;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;RICHIESTO;0;0;8716940,93;7664860,58;6775718,33;7321354,73;6773214,71;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER COMPETENZA;0;0;1734321,95;2180174,74;949279,06;297694,33;2088208,55;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;ASSEGNATO PER ANNO SOLARE;0;0;632814,55;1152568,18;2110986,56;1131140,24;2222169,1;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO ANTICIPO;0;0;24870,07;20830,6;76463,6;99315,86;18220;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;DOMANDE PAGAMENTO SALDO;0;0;1412087,58;1988093,31;254404,5;268605,86;736607,28;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;IN ISTRUTTORIA;0;0;28763,34;13350,36;0;367921,72;234925,42;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER COMPETENZA;0;0;1408194,31;1995573,55;330868,1;0;1051109,82;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;LIQUIDATO PER ANNO SOLARE;0;0;0;285723,82;1968952,65;1479959,49;1051109,82;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER COMPETENZA;0;0;1408194,31;1995573,55;330868,1;0;893533,86;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;AUTORIZZATO PER ANNO SOLARE;0;0;0;197475,42;1971024,3;1498876,24;960793,86;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;PAGATO PER COMPETENZA;0;0;1397248,08;1896044,56;321578,09;0;893533,88;0
Provincia di LIVORNO;(PSR121) Ammodernamento delle aziende;PAGATO PER ANNO SOLARE;0;0;0;188874,77;1800782,9;1545701,76;973045,18;0
Provincia di LIVORNO;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR1221) Migliore valorizzazione economica delle foreste - parte privata;RICHIESTO;0;0;0;20110;25916,02;155217,62;128140,4;0
Provincia di LIVORNO;(PSR1222) Migliore valorizzazione economica delle foreste - parte pubblica;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;PROGRAMMATO;0;36269;24063;12992;0;0;0;0
Provincia di LIVORNO;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;AUTORIZZATO PER COMPETENZA;0;29907,75;5331,8;0;0;0;0;0
Provincia di LIVORNO;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;AUTORIZZATO PER ANNO SOLARE;0;0;29907,75;5331,8;0;0;0;0
Provincia di LIVORNO;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;PAGATO PER COMPETENZA;100803,53;0;5331,8;0;0;0;0;0
Provincia di LIVORNO;(PSR822) PSR - Misura 8.2.2 (i) - Altre misure forestali;PAGATO PER ANNO SOLARE;0;100803,53;0;5331,8;0;0;0;0
Provincia di LIVORNO;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;PAGATO PER COMPETENZA;0;0;185674,52;556352,48;0;0;167374,8;0
Provincia di LIVORNO;(PSR123) Aumento del valore aggiunto della produzione agricola e forestale primaria;PAGATO PER ANNO SOLARE;0;0;0;0;185674,52;556352,48;167374,8;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;PROGRAMMATO;0;0;0;0;0;0;0;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;RICHIESTO;0;0;0;333051,72;779427,75;879865,98;0;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;ASSEGNATO PER COMPETENZA;0;0;0;169056;299997;0;0;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;ASSEGNATO PER ANNO SOLARE;0;0;0;0;469053;0;0;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;LIQUIDATO PER COMPETENZA;0;0;0;169055,72;93076;0;182661,39;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;LIQUIDATO PER ANNO SOLARE;0;0;0;0;78698,98;183432,74;182661,39;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;AUTORIZZATO PER COMPETENZA;0;0;0;169055,72;93076;0;182661,39;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;AUTORIZZATO PER ANNO SOLARE;0;0;0;0;78698,98;183432,74;182661,39;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;PAGATO PER COMPETENZA;0;0;0;169055,73;93076;0;182661,39;0
Provincia di LIVORNO;(PSR1251) Miglioramento e sviluppo delle infrastrutture;PAGATO PER ANNO SOLARE;0;0;0;0;78698,98;183432,75;182661,39;0
Provincia di LIVORNO;(PSR1252) Miglioramento e sviluppo delle infrastrutture;PROGRAMMATO;0;0;0;170000;300000;42595;0;0
Provincia di LIVORNO;(PSR132) Sostegno agli agricoltori che partecipano ai sistemi di qualit… alimentare;PROGRAMMATO;0;0;0;18199;30000;30000;0;0
